Program.Unique.ID,Univesity.Name,Program.Name,University.type,Area,Grade,Program.type,State,Program.score
"249,2",FUNDAÇÃO GETÚLIO VARGAS ( RJ ),MODELAGEM MATEMÁTICA,PRIVADA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO/DOUTORADO,ACADÊMICO,RJ,4
"249,3",FUNDAÇÃO GETÚLIO VARGAS ( RJ ),ADMINISTRAÇÃO,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,RJ,4
"250,1",CENTRO BRASILEIRO DE PESQUISAS FÍSICAS,FÍSICA,PÚBLICA,ASTRONOMIA / FÍSICA,MESTRADO PROFISSIONAL,PROFISSIONAL,RJ,4
"251,1",UNIVERSIDADE FEDERAL FLUMINENSE,SOCIOLOGIA,PÚBLICA,SOCIOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,RJ,4
"252,1",ASSOCIAÇÃO INSTITUTO NACIONAL DE MATEMÁTICA PURA E APLICADA,MÉTODOS MATEMÁTICOS EM FINANÇAS,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO PROFISSIONAL,PROFISSIONAL,RJ,4
"253,1",UNIVERSIDADE FEDERAL FLUMINENSE,ENSINO,PÚBLICA,ENSINO,MESTRADO,ACADÊMICO,RJ,3
"253,2",UNIVERSIDADE FEDERAL FLUMINENSE,TECNOLOGIA AMBIENTAL,PÚBLICA,CIÊNCIAS AMBIENTAIS,MESTRADO,ACADÊMICO,RJ,3
"253,3",UNIVERSIDADE FEDERAL FLUMINENSE,CULTURA E TERRITORIALIDADES,PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,RJ,4
"253,4",UNIVERSIDADE FEDERAL FLUMINENSE,ENGENHARIA DE PRODUÇÃO E SISTEMAS COMPUTACIONAIS,PÚBLICA,ENGENHARIAS III,MESTRADO PROFISSIONAL,PROFISSIONAL,RJ,3
"253,5",UNIVERSIDADE FEDERAL FLUMINENSE,FÍSICA,PÚBLICA,ASTRONOMIA / FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,RJ,6
"253,6",UNIVERSIDADE FEDERAL FLUMINENSE,ECONOMIA,PÚBLICA,ECONOMIA,MESTRADO/DOUTORADO,ACADÊMICO,RJ,6
"253,7",UNIVERSIDADE FEDERAL FLUMINENSE,COMUNICAÇÃO,PÚBLICA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,RJ,6
"253,8",UNIVERSIDADE FEDERAL FLUMINENSE,CIÊNCIAS MÉDICAS,PÚBLICA,MEDICINA I,MESTRADO/DOUTORADO,ACADÊMICO,RJ,3
"253,9",UNIVERSIDADE FEDERAL FLUMINENSE,FILOSOFIA,PÚBLICA,FILOSOFIA,MESTRADO/DOUTORADO,ACADÊMICO,RJ,4
"253,1",UNIVERSIDADE FEDERAL FLUMINENSE,ADMINISTRAÇÃO,PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,ACADÊMICO,RJ,3
"254,1",UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,QUÍMICA,PÚBLICA,QUÍMICA,MESTRADO/DOUTORADO,ACADÊMICO,RJ,5
"254,2",UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,FILOSOFIA,PÚBLICA,FILOSOFIA,MESTRADO,ACADÊMICO,RJ,3
"254,3",UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,PÚBLICA,CIÊNCIA DE ALIMENTOS,MESTRADO/DOUTORADO,ACADÊMICO,RJ,4
"254,4",UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,EDUCAÇÃO AGRÍCOLA,PÚBLICA,EDUCAÇÃO,MESTRADO,ACADÊMICO,RJ,3
"255,1",FACULDADE DE DIREITO DE VITORIA,DIREITO,PRIVADA,DIREITO,MESTRADO/DOUTORADO,ACADÊMICO,ES,5
"256,1","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA,PÚBLICA,ENSINO,MESTRADO PROFISSIONAL,PROFISSIONAL,ES,3
"257,1",CENTRO UNIVERSITÁRIO FG,DIREITO,PRIVADA,DIREITO,MESTRADO,ACADÊMICO,BA,3
"258,1",UNIVERSIDADE FEDERAL DO SUL DA BAHIA,ENSINO E RELAÇÕES ÉTNICO-RACIAIS,PÚBLICA,ENSINO,MESTRADO PROFISSIONAL,PROFISSIONAL,BA,3
"259,1","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",PRODUÇÃO VEGETAL NO SEMIÁRIDO,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO PROFISSIONAL,PROFISSIONAL,BA,3
"260,1",UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,EDUCAÇÃO DO CAMPO,PÚBLICA,EDUCAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,BA,3
"261,1",UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,CIÊNCIA DA COMPUTAÇÃO,PÚBLICA,CIÊNCIA DA COMPUTAÇÃO,MESTRADO,ACADÊMICO,BA,A
"262,1",UNIVERSIDADE TIRADENTES,EDUCAÇÃO,PRIVADA,EDUCAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SE,5
"263,1",UNIVERSIDADE CATÓLICA DE PERNAMBUCO,PSICOLOGIA CLÍNICA,PRIVADA,PSICOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,PE,4
"263,2",UNIVERSIDADE CATÓLICA DE PERNAMBUCO,HISTÓRIA,PRIVADA,HISTÓRIA,MESTRADO PROFISSIONAL,PROFISSIONAL,PE,3
"263,3",UNIVERSIDADE CATÓLICA DE PERNAMBUCO,TEOLOGIA,PRIVADA,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,MESTRADO,ACADÊMICO,PE,3
"263,4",UNIVERSIDADE CATÓLICA DE PERNAMBUCO,CIÊNCIAS DA LINGUAGEM,PRIVADA,LINGUÍSTICA E LITERATURA,MESTRADO/DOUTORADO,ACADÊMICO,PE,5
"264,1",CENTRO UNIVERSITÁRIO DR. LEÃO SAMPAIO,ENSINO EM SAÚDE,PRIVADA,ENSINO,MESTRADO PROFISSIONAL,PROFISSIONAL,CE,A
"265,1",CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ,CLÍNICA ODONTOLÓGICA,PRIVADA,ODONTOLOGIA,MESTRADO PROFISSIONAL,PROFISSIONAL,PA,3
"265,2",CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ,"DIREITO, POLÍTICAS PÚBLICAS E DESENVOLVIMENTO REGIONAL",PRIVADA,DIREITO,MESTRADO,ACADÊMICO,PA,3
"266,1",UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,LETRAS,PÚBLICA,LINGUÍSTICA E LITERATURA,MESTRADO,ACADÊMICO,PA,3
"267,1",CENTRO UNIVERSITÁRIO ALVES FARIA,DESENVOLVIMENTO REGIONAL,PRIVADA,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,MESTRADO PROFISSIONAL,PROFISSIONAL,GO,3
"268,1",UNIVERSIDADE ESTADUAL DE GOIÁS,RECURSOS NATURAIS DO CERRADO (RENAC),PÚBLICA,CIÊNCIAS AMBIENTAIS,MESTRADO/DOUTORADO,ACADÊMICO,GO,4
"268,2",UNIVERSIDADE ESTADUAL DE GOIÁS,GEOGRAFIA,PÚBLICA,GEOGRAFIA,MESTRADO,ACADÊMICO,GO,A
"268,3",UNIVERSIDADE ESTADUAL DE GOIÁS,CIÊNCIAS APLICADAS A PRODUTOS PARA SAÚDE,PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,GO,3
"268,4",UNIVERSIDADE ESTADUAL DE GOIÁS,HISTÓRIA,PÚBLICA,HISTÓRIA,MESTRADO,ACADÊMICO,GO,A
"269,1","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",TECNOLOGIA DE ALIMENTOS,PÚBLICA,CIÊNCIA DE ALIMENTOS,MESTRADO PROFISSIONAL,PROFISSIONAL,GO,3
