"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country","Level"
"text1763",4,0.0135135135135135,7.18769763446234,0.329691118740394,"text176","text176","Program","Colombia","PhD"
"text2242",4,0.0135135135135135,8.57431328475446,0.295398993220896,"text224","text224","Program","Colombia","PhD"
"text3103",3,0.0131578947368421,3.99350519659343,0.266429753743427,"text3","text3","Program","Colombia","PhD"
"text1015",3,0.0131578947368421,3.03641941560605,0.281749028710631,"text10","text10","Program","Colombia","PhD"
"text3313",3,0.0131578947368421,3.98950131567779,0.253076385124431,"text33","text33","Program","Colombia","PhD"
"text6712",3,0.0131578947368421,36.6375693206576,0.188362629166467,"text67","text67","Program","Colombia","PhD"
"text1003",3,0.0131578947368421,3.99350519659343,0.266429753743427,"text100","text100","Program","Colombia","PhD"
"reading_comprehension11",3,0.0103092783505155,1.36598803157627,0.166748267229951,"reading_comprehension","reading_comprehension","Skill","Colombia","PhD"
"text2613",2,0.0128205128205128,1.63756932065756,0.184803032941648,"text26","text26","Program","Colombia","PhD"
"text2913",2,0.0128205128205128,1.54858416287949,0.200122307908852,"text29","text29","Program","Colombia","PhD"
"text4013",2,0.0128205128205128,10.5840909090909,0.147492887621978,"text40","text40","Program","Colombia","PhD"
"text4313",2,0.0128205128205128,1.63756932065756,0.184803032941648,"text43","text43","Program","Colombia","PhD"
"text4813",2,0.0128205128205128,0.946695044195044,0.219095158461147,"text48","text48","Program","Colombia","PhD"
"text5212",2,0.0128205128205128,0.946695044195044,0.219095158461147,"text52","text52","Program","Colombia","PhD"
"text963",2,0.0128205128205128,1.83682856553566,0.192510630919013,"text96","text96","Program","Colombia","PhD"
"text1363",2,0.0128205128205128,2.23540389349213,0.179791045755832,"text136","text136","Program","Colombia","PhD"
"writing11",2,0.00970873786407767,1.01233766233766,0.0729218294271313,"writing","writing","Skill","Colombia","PhD"
"text3513",1,0.0125,0,0.137468437659368,"text35","text35","Program","Colombia","PhD"
"text1223",1,0.0125,0,0.137468437659367,"text122","text122","Program","Colombia","PhD"
"text1373",1,0.0125,0,0.137468437659367,"text137","text137","Program","Colombia","PhD"
"mathematics11",1,0.00900900900900901,0,0.0258939163449251,"mathematics","mathematics","Skill","Colombia","PhD"
"science12",15,0.0344827586206897,126.498103285603,1,"science","science","Skill","Costa Rica","Specialization"
"reading_comprehension12",8,0.0222222222222222,22.3107864357864,0.530893675633423,"reading_comprehension","reading_comprehension","Skill","Costa Rica","Specialization"
"speaking12",8,0.0232558139534884,27.1415806415806,0.558421786226876,"speaking","speaking","Skill","Costa Rica","Specialization"
"text1916",6,0.025,43.3790764790765,0.447202952878175,"text19","text19","Program","Costa Rica","Specialization"
"text1116",4,0.0227272727272727,12.9937950937951,0.39065089333725,"text11","text11","Program","Costa Rica","Specialization"
"text1216",4,0.0227272727272727,14.4552253302253,0.379642564985299,"text12","text12","Program","Costa Rica","Specialization"
"text1516",4,0.0227272727272727,10.8597707847708,0.457179316795648,"text15","text15","Program","Costa Rica","Specialization"
"text1316",3,0.0217391304347826,6.47800255300255,0.344192793287481,"text13","text13","Program","Costa Rica","Specialization"
"text1416",3,0.0217391304347826,7.41760878010878,0.340158590980844,"text14","text14","Program","Costa Rica","Specialization"
"text1616",3,0.0217391304347826,6.42133838383838,0.345536537492135,"text16","text16","Program","Costa Rica","Specialization"
"active_listening12",3,0.0181818181818182,2.78388278388278,0.250849648998746,"active_listening","active_listening","Skill","Costa Rica","Specialization"
"learning_strategy12",3,0.0169491525423729,2.07272727272727,0.210277102501659,"learning_strategy","learning_strategy","Skill","Costa Rica","Specialization"
"monitoring12",3,0.0188679245283019,4.12240675990676,0.230926985690404,"monitoring","monitoring","Skill","Costa Rica","Specialization"
"text1716",2,0.0208333333333333,0.83459595959596,0.304456383953658,"text17","text17","Program","Costa Rica","Specialization"
"text1816",2,0.0208333333333333,0.83459595959596,0.304456383953658,"text18","text18","Program","Costa Rica","Specialization"
"text2016",2,0.0208333333333333,0.83459595959596,0.304456383953658,"text20","text20","Program","Costa Rica","Specialization"
"text2115",2,0.0208333333333333,0.83459595959596,0.304456383953658,"text21","text21","Program","Costa Rica","Specialization"
"text8913",2,0.0208333333333333,0.914199689199689,0.299078437442367,"text89","text89","Program","Costa Rica","Specialization"
"text9013",2,0.0208333333333333,0.914199689199689,0.299078437442367,"text90","text90","Program","Costa Rica","Specialization"
"text9113",2,0.0208333333333333,0.914199689199689,0.299078437442367,"text91","text91","Program","Costa Rica","Specialization"
"text929",2,0.0208333333333333,0.914199689199689,0.299078437442367,"text92","text92","Program","Costa Rica","Specialization"
"active_learning12",2,0.0175438596491228,1.07051282051282,0.161534187138446,"active_learning","active_learning","Skill","Costa Rica","Specialization"
"critical_thinking12",1,0.0163934426229508,0,0.0873664595361772,"critical_thinking","critical_thinking","Skill","Costa Rica","Specialization"
"mathematics12",0,NA,0,0,"mathematics","mathematics","Skill","Costa Rica","Specialization"
"writing12",0,NA,0,0,"writing","writing","Skill","Costa Rica","Specialization"
"science13",85,0.00943396226415094,1534.48147904322,1,"science","science","Skill","Costa Rica","Master"
"speaking13",80,0.00862068965517241,1243.22836769291,0.965450673952285,"speaking","speaking","Skill","Costa Rica","Master"
"reading_comprehension13",63,0.00666666666666667,619.834425240029,0.821739362395646,"reading_comprehension","reading_comprehension","Skill","Costa Rica","Master"
"active_listening13",58,0.00625,488.269288690774,0.772438675636847,"active_listening","active_listening","Skill","Costa Rica","Master"
"learning_strategy13",30,0.00462962962962963,135.367133896285,0.389237360529195,"learning_strategy","learning_strategy","Skill","Costa Rica","Master"
"critical_thinking13",19,0.00416666666666667,54.4005129814492,0.23670562381485,"critical_thinking","critical_thinking","Skill","Costa Rica","Master"
"monitoring13",18,0.00416666666666667,44.3991803347144,0.233098619069899,"monitoring","monitoring","Skill","Costa Rica","Master"
"writing13",9,0.00387596899224806,11.293271833753,0.110041711003876,"writing","writing","Skill","Costa Rica","Master"
"active_learning13",9,0.00384615384615385,9.83961415945418,0.117848673067709,"active_learning","active_learning","Skill","Costa Rica","Master"
"text3914",8,0.00543478260869565,26.2161823432209,0.271666562180337,"text39","text39","Program","Costa Rica","Master"
"text4314",7,0.00537634408602151,13.703464742323,0.264609269143271,"text43","text43","Program","Costa Rica","Master"
"text4414",7,0.00537634408602151,19.5894643273505,0.257707599228192,"text44","text44","Program","Costa Rica","Master"
"text7813",7,0.00537634408602151,13.703464742323,0.264609269143271,"text78","text78","Program","Costa Rica","Master"
"text1074",7,0.00537634408602151,45.7371903111933,0.236451628293973,"text107","text107","Program","Costa Rica","Master"
"text7103",6,0.00531914893617021,20.8471084718985,0.226813178702431,"text7","text7","Program","Costa Rica","Master"
"text930",6,0.00531914893617021,15.6629421259849,0.234182363588868,"text9","text9","Program","Costa Rica","Master"
"text2314",6,0.00531914893617021,16.8776623506489,0.210767080920968,"text23","text23","Program","Costa Rica","Master"
"text2514",6,0.00531914893617021,16.9191232626995,0.233930851808794,"text25","text25","Program","Costa Rica","Master"
"text2914",6,0.00531914893617021,15.581272682064,0.234398366780151,"text29","text29","Program","Costa Rica","Master"
"text3414",6,0.00531914893617021,8.22353901514304,0.250650306191127,"text34","text34","Program","Costa Rica","Master"
"text4614",6,0.00531914893617021,8.21434688613847,0.250434302999843,"text46","text46","Program","Costa Rica","Master"
"text4814",6,0.00531914893617021,10.2903661823374,0.241300036695231,"text48","text48","Program","Costa Rica","Master"
"text5014",6,0.00531914893617021,8.22353901514304,0.250650306191127,"text50","text50","Program","Costa Rica","Master"
"text5313",6,0.00531914893617021,8.21434688613847,0.250434302999843,"text53","text53","Program","Costa Rica","Master"
"text6713",6,0.00531914893617021,14.5989705708594,0.243065118113407,"text67","text67","Program","Costa Rica","Master"
"text6913",6,0.00531914893617021,31.0162581587651,0.239212119724161,"text69","text69","Program","Costa Rica","Master"
"text7113",6,0.00531914893617021,8.22353901514304,0.250650306191127,"text71","text71","Program","Costa Rica","Master"
"text7413",6,0.00531914893617021,13.6937279094381,0.243532633084764,"text74","text74","Program","Costa Rica","Master"
"text8013",6,0.00531914893617021,8.21434688613847,0.250434302999843,"text80","text80","Program","Costa Rica","Master"
"text1164",6,0.00531914893617021,8.22353901514304,0.250650306191127,"text116","text116","Program","Costa Rica","Master"
"text2414",5,0.00526315789473684,6.29019037982165,0.20417730285526,"text24","text24","Program","Costa Rica","Master"
"text3014",5,0.00526315789473684,3.33752904951408,0.236475340047698,"text30","text30","Program","Costa Rica","Master"
"text3814",5,0.00526315789473684,3.33752904951408,0.236475340047698,"text38","text38","Program","Costa Rica","Master"
"text5213",5,0.00526315789473684,3.33752904951408,0.236475340047698,"text52","text52","Program","Costa Rica","Master"
"text5713",5,0.00526315789473684,5.31563991746972,0.227125070551802,"text57","text57","Program","Costa Rica","Master"
"text5913",5,0.00526315789473684,3.33752904951408,0.236475340047698,"text59","text59","Program","Costa Rica","Master"
"text6413",5,0.00526315789473684,3.33752904951408,0.236475340047698,"text64","text64","Program","Costa Rica","Master"
"text7213",5,0.00526315789473684,5.31563991746972,0.227125070551802,"text72","text72","Program","Costa Rica","Master"
"text7313",5,0.00526315789473684,10.6792456067822,0.219755885665366,"text73","text73","Program","Costa Rica","Master"
"text954",5,0.00526315789473684,8.08784386397932,0.16914292849822,"text95","text95","Program","Costa Rica","Master"
"text1117",5,0.00526315789473684,16.5040964063738,0.177603838201962,"text111","text111","Program","Costa Rica","Master"
"text1144",5,0.00526315789473684,6.24534363352833,0.201440965690658,"text114","text114","Program","Costa Rica","Master"
"text1016",4,0.00520833333333333,3.9273524015699,0.181084073598503,"text10","text10","Program","Costa Rica","Master"
"text2614",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text26","text26","Program","Costa Rica","Master"
"text2814",4,0.00520833333333333,0.999417935643608,0.213166107599658,"text28","text28","Program","Costa Rica","Master"
"text3214",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text32","text32","Program","Costa Rica","Master"
"text3314",4,0.00520833333333333,0.999417935643608,0.213166107599658,"text33","text33","Program","Costa Rica","Master"
"text3514",4,0.00520833333333333,0.999417935643608,0.213166107599658,"text35","text35","Program","Costa Rica","Master"
"text3614",4,0.00520833333333333,0.999417935643608,0.213166107599658,"text36","text36","Program","Costa Rica","Master"
"text3714",4,0.00520833333333333,0.999417935643608,0.213166107599658,"text37","text37","Program","Costa Rica","Master"
"text4014",4,0.00520833333333333,0.999417935643608,0.213166107599658,"text40","text40","Program","Costa Rica","Master"
"text4114",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text41","text41","Program","Costa Rica","Master"
"text4214",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text42","text42","Program","Costa Rica","Master"
"text4514",4,0.00520833333333333,0.999417935643608,0.213166107599658,"text45","text45","Program","Costa Rica","Master"
"text4914",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text49","text49","Program","Costa Rica","Master"
"text5114",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text51","text51","Program","Costa Rica","Master"
"text5413",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text54","text54","Program","Costa Rica","Master"
"text5513",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text55","text55","Program","Costa Rica","Master"
"text5613",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text56","text56","Program","Costa Rica","Master"
"text6013",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text60","text60","Program","Costa Rica","Master"
"text6113",4,0.00520833333333333,0.999417935643608,0.213166107599658,"text61","text61","Program","Costa Rica","Master"
"text6213",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text62","text62","Program","Costa Rica","Master"
"text6313",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text63","text63","Program","Costa Rica","Master"
"text6513",4,0.00520833333333333,0.999417935643608,0.213166107599657,"text65","text65","Program","Costa Rica","Master"
"text6613",4,0.00520833333333333,0.999417935643608,0.213166107599658,"text66","text66","Program","Costa Rica","Master"
"text7013",4,0.00520833333333333,0.999417935643608,0.213166107599658,"text70","text70","Program","Costa Rica","Master"
"text7913",4,0.00520833333333333,3.86923380645792,0.180868070407219,"text79","text79","Program","Costa Rica","Master"
"text8113",4,0.00520833333333333,0.999417935643608,0.213166107599658,"text81","text81","Program","Costa Rica","Master"
"text8413",4,0.00520833333333333,8.27111915179868,0.173498885520783,"text84","text84","Program","Costa Rica","Master"
"text964",4,0.00520833333333333,5.68012871530137,0.145833696050179,"text96","text96","Program","Costa Rica","Master"
"text974",4,0.00520833333333333,4.17728221791298,0.146577904807373,"text97","text97","Program","Costa Rica","Master"
"text1084",4,0.00520833333333333,18.4138243817413,0.14374577907911,"text108","text108","Program","Costa Rica","Master"
"text1094",4,0.00520833333333333,18.4138243817413,0.14374577907911,"text109","text109","Program","Costa Rica","Master"
"text1106",4,0.00520833333333333,8.09137281978825,0.148066292439712,"text110","text110","Program","Costa Rica","Master"
"text1174",4,0.00520833333333333,7.92758707567573,0.17396640049214,"text117","text117","Program","Costa Rica","Master"
"mathematics13",4,0.00367647058823529,1.88672612740854,0.0457010714527392,"mathematics","mathematics","Skill","Costa Rica","Master"
"text1107",3,0.00510204081632653,0.497023282975457,0.153281741884223,"text1","text1","Program","Costa Rica","Master"
"text8213",3,0.00515463917525773,5.18845653407089,0.115683484281612,"text82","text82","Program","Costa Rica","Master"
"text8613",3,0.00515463917525773,0.512356794400063,0.163956767099189,"text86","text86","Program","Costa Rica","Master"
"text934",3,0.00515463917525773,2.56473271320011,0.13165872990675,"text93","text93","Program","Costa Rica","Master"
"text944",3,0.00515463917525773,1.41091209394228,0.129450598308058,"text94","text94","Program","Costa Rica","Master"
"text1024",3,0.00515463917525773,0.537892728255977,0.155350706360486,"text102","text102","Program","Costa Rica","Master"
"text1064",3,0.00515463917525773,1.39586955004955,0.141008999402647,"text106","text106","Program","Costa Rica","Master"
"text1124",3,0.00515463917525773,1.39586955004955,0.141008999402647,"text112","text112","Program","Costa Rica","Master"
"text1134",3,0.00515463917525773,2.57542995903243,0.131874733098034,"text113","text113","Program","Costa Rica","Master"
