"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country"
"text1612",5,0.00201612903225806,9.31875458634318,0.113773899827418,"text161","text161","Program","Chile"
"text1642",5,0.00233644859813084,12.2873841364398,0.143998009496657,"text164","text164","Program","Chile"
"text1892",5,0.00235849056603774,14.7525048328186,0.137909080219715,"text189","text189","Program","Chile"
"text1922",5,0.00235849056603774,13.7029970917598,0.156828089204658,"text192","text192","Program","Chile"
"text1992",5,0.00233644859813084,12.7148834311107,0.134421348091186,"text199","text199","Program","Chile"
"text1102",4,0.00226244343891403,8.60971335049869,0.0870334273933832,"text1","text1","Program","Chile"
"text3102",4,0.00234741784037559,9.33488182269014,0.126261371327012,"text3","text3","Program","Chile"
"text4102",4,0.00231481481481481,7.51890303638961,0.1215957482611,"text4","text4","Program","Chile"
"text6101",4,0.00231481481481481,7.51890303638961,0.1215957482611,"text6","text6","Program","Chile"
"text1712",4,0.00233644859813084,9.15675360536869,0.128359177491798,"text17","text17","Program","Chile"
"text2512",4,0.00231481481481481,9.56141174092029,0.105606297818625,"text25","text25","Program","Chile"
"text3412",4,0.00234741784037559,9.99763973379431,0.131568213598149,"text34","text34","Program","Chile"
"text4112",4,0.00234741784037559,10.994500596799,0.11382709555059,"text41","text41","Program","Chile"
"text4212",4,0.00234741784037559,11.0492487934835,0.112649204613206,"text42","text42","Program","Chile"
"text4912",4,0.00233644859813084,8.77200503989022,0.11347567381519,"text49","text49","Program","Chile"
"text5012",4,0.00233644859813084,18.0702582913309,0.089262311173933,"text50","text50","Program","Chile"
"text5112",4,0.00233644859813084,9.70201771772291,0.115227341420275,"text51","text51","Program","Chile"
"text5311",4,0.00231481481481481,7.51890303638961,0.1215957482611,"text53","text53","Program","Chile"
"text5611",4,0.00227272727272727,7.10261881832057,0.105254876083226,"text56","text56","Program","Chile"
"text5911",4,0.00226244343891403,8.29792956131568,0.0966100887988541,"text59","text59","Program","Chile"
"text7111",4,0.00233644859813084,9.70201771772291,0.115227341420275,"text71","text71","Program","Chile"
"text7211",4,0.00234741784037559,10.7029487898701,0.118436377526626,"text72","text72","Program","Chile"
"text7811",4,0.00233644859813084,8.95089825987026,0.123347415866185,"text78","text78","Program","Chile"
"text9011",4,0.00231481481481481,6.88456762686419,0.131172409666571,"text90","text90","Program","Chile"
"text972",4,0.00234741784037559,10.994500596799,0.11382709555059,"text97","text97","Program","Chile"
"text982",4,0.00234741784037559,10.994500596799,0.11382709555059,"text98","text98","Program","Chile"
"text1222",4,0.00228310502283105,7.56005227388985,0.113431291619011,"text122","text122","Program","Chile"
"text1252",4,0.00233644859813084,10.8225960175238,0.114747010777992,"text125","text125","Program","Chile"
"text1362",4,0.00233644859813084,18.9336564261668,0.107003429221493,"text136","text136","Program","Chile"
"text1412",4,0.00234741784037559,10.7029487898701,0.118436377526626,"text141","text141","Program","Chile"
"text1442",4,0.00232558139534884,7.96479076517709,0.120138379759834,"text144","text144","Program","Chile"
"text1472",4,0.00234741784037559,9.99763973379431,0.131568213598149,"text147","text147","Program","Chile"
"text1542",4,0.00231481481481481,8.07696616620474,0.115529097783797,"text154","text154","Program","Chile"
"text1692",4,0.00233644859813084,8.95089825987026,0.123347415866185,"text169","text169","Program","Chile"
"text1762",4,0.00228310502283105,8.08039244850113,0.10385463021354,"text176","text176","Program","Chile"
"text1832",4,0.00233644859813084,8.95089825987026,0.123347415866185,"text183","text183","Program","Chile"
"text1902",4,0.00233644859813084,9.98152312350811,0.110618059444239,"text190","text190","Program","Chile"
"text1962",4,0.00196078431372549,5.77877067760055,0.0963390180212955,"text196","text196","Program","Chile"
"text7101",3,0.00222222222222222,2.98988176279728,0.087819994277103,"text7","text7","Program","Chile"
"text1012",3,0.00223214285714286,4.09021567836194,0.0849623799061514,"text10","text10","Program","Chile"
"text1413",3,0.00232558139534884,5.5292197110062,0.0977924596141524,"text14","text14","Program","Chile"
"text1512",3,0.00232558139534884,6.17050454329135,0.10309930188529,"text15","text15","Program","Chile"
"text1613",3,0.00232558139534884,6.17050454329135,0.10309930188529,"text16","text16","Program","Chile"
"text2812",3,0.00231481481481481,5.44201110402422,0.0948785041533252,"text28","text28","Program","Chile"
"text3012",3,0.00232558139534884,6.10814967605108,0.0882157982086815,"text30","text30","Program","Chile"
"text3512",3,0.00232558139534884,6.17050454329135,0.10309930188529,"text35","text35","Program","Chile"
"text3812",3,0.00233644859813084,6.47603545985488,0.101001495720504,"text38","text38","Program","Chile"
"text3912",3,0.00230414746543779,5.58381038769468,0.0902692221772885,"text39","text39","Program","Chile"
"text4612",3,0.00229357798165138,3.58480303997963,0.102703497953711,"text46","text46","Program","Chile"
"text5211",3,0.00232558139534884,6.68816410922466,0.0899674658137666,"text52","text52","Program","Chile"
"text5511",3,0.00232558139534884,5.5292197110062,0.0977924596141524,"text55","text55","Program","Chile"
"text6011",3,0.00230414746543779,4.51679521137432,0.105912534060062,"text60","text60","Program","Chile"
"text6911",3,0.00232558139534884,6.68816410922466,0.0899674658137665,"text69","text69","Program","Chile"
"text7011",3,0.00232558139534884,6.68816410922466,0.0899674658137665,"text70","text70","Program","Chile"
"text7511",3,0.00226244343891403,4.08851262611477,0.0910290303834543,"text75","text75","Program","Chile"
"text7711",3,0.00232558139534884,6.10814967605108,0.0882157982086815,"text77","text77","Program","Chile"
"text8011",3,0.00230414746543779,4.51679521137432,0.105912534060062,"text80","text80","Program","Chile"
"text8211",3,0.00229357798165138,3.58480303997963,0.102703497953711,"text82","text82","Program","Chile"
"text962",3,0.00232558139534884,6.17050454329135,0.10309930188529,"text96","text96","Program","Chile"
"text1052",3,0.00226244343891403,3.36133633664894,0.100605691788925,"text105","text105","Program","Chile"
"text1072",3,0.00222222222222222,9.20012165028574,0.0760409074122683,"text107","text107","Program","Chile"
"text1092",3,0.00230414746543779,4.51679521137432,0.105912534060062,"text109","text109","Program","Chile"
"text1213",3,0.00229357798165138,3.58480303997963,0.102703497953711,"text121","text121","Program","Chile"
"text1232",3,0.00223214285714286,4.09021567836194,0.0849623799061514,"text123","text123","Program","Chile"
"text1282",3,0.00226244343891403,4.17043052305908,0.089571661882188,"text128","text128","Program","Chile"
"text1292",3,0.00226244343891403,3.36133633664894,0.100605691788925,"text129","text129","Program","Chile"
"text1382",3,0.00232558139534884,5.5292197110062,0.0977924596141524,"text138","text138","Program","Chile"
"text1402",3,0.00222222222222222,9.20012165028574,0.0760409074122684,"text140","text140","Program","Chile"
"text1452",3,0.00229357798165138,11.2757774672617,0.0813477496834055,"text145","text145","Program","Chile"
"text1492",3,0.00232558139534884,6.17050454329135,0.10309930188529,"text149","text149","Program","Chile"
"text1552",3,0.00226244343891403,3.36133633664894,0.100605691788925,"text155","text155","Program","Chile"
"text1602",3,0.00232558139534884,6.68816410922466,0.0899674658137665,"text160","text160","Program","Chile"
"text1622",3,0.00233644859813084,6.47603545985488,0.101001495720504,"text162","text162","Program","Chile"
"text1672",3,0.00232558139534884,6.68816410922466,0.0899674658137666,"text167","text167","Program","Chile"
"text1702",3,0.00231481481481481,5.44201110402422,0.0948785041533252,"text170","text170","Program","Chile"
"text1722",3,0.00192307692307692,2.83194425306808,0.0846913091285927,"text172","text172","Program","Chile"
"text1732",3,0.00232558139534884,6.17050454329135,0.10309930188529,"text173","text173","Program","Chile"
"text1742",3,0.00226244343891403,4.17043052305908,0.089571661882188,"text174","text174","Program","Chile"
"text1782",3,0.00232558139534884,12.8676880807414,0.0764367113438469,"text178","text178","Program","Chile"
"text1792",3,0.00226244343891403,4.17043052305908,0.089571661882188,"text179","text179","Program","Chile"
"text1862",3,0.00222222222222222,2.98988176279728,0.087819994277103,"text186","text186","Program","Chile"
"text1942",3,0.00232558139534884,6.17050454329135,0.10309930188529,"text194","text194","Program","Chile"
"text2002",3,0.0018796992481203,2.66111491359347,0.0736572792218557,"text200","text200","Program","Chile"
"text2022",3,0.00232558139534884,6.17050454329135,0.10309930188529,"text202","text202","Program","Chile"
"text2062",3,0.00229357798165138,5.26246763817532,0.0927806979885393,"text206","text206","Program","Chile"
"text5102",2,0.00231481481481481,3.38948164405907,0.0725325840076438,"text5","text5","Program","Chile"
"text8101",2,0.00225225225225225,2.49416185703643,0.0643117862756794,"text8","text8","Program","Chile"
"text926",2,0.00221238938053097,0.802153124471526,0.0721367800760653,"text9","text9","Program","Chile"
"text1813",2,0.00180505415162455,0.844883978854392,0.0562223974157329,"text18","text18","Program","Chile"
"text2312",2,0.00225225225225225,2.49416185703643,0.0643117862756794,"text23","text23","Program","Chile"
"text3712",2,0.00231481481481481,3.38948164405907,0.0725325840076438,"text37","text37","Program","Chile"
"text5411",2,0.00165562913907285,0.80452060812917,0.0430905613442099,"text54","text54","Program","Chile"
"text5711",2,0.00221238938053097,6.0546931006907,0.0507810318057597,"text57","text57","Program","Chile"
"text6611",2,0.00221238938053097,6.0546931006907,0.0507810318057597,"text66","text66","Program","Chile"
"text7311",2,0.00225225225225225,1.84007491628927,0.0753458161824166,"text73","text73","Program","Chile"
"text7411",2,0.00221238938053097,0.802153124471526,0.0721367800760653,"text74","text74","Program","Chile"
"text7911",2,0.00228310502283105,1.93613892037789,0.0774436223472024,"text79","text79","Program","Chile"
"text8111",2,0.00221238938053097,6.0546931006907,0.0507810318057597,"text81","text81","Program","Chile"
"text992",2,0.00228310502283105,1.93613892037789,0.0774436223472024,"text99","text99","Program","Chile"
"text1002",2,0.00228310502283105,1.93613892037789,0.0774436223472024,"text100","text100","Program","Chile"
"text1013",2,0.00221238938053097,6.0546931006907,0.0507810318057597,"text101","text101","Program","Chile"
"text1103",2,0.00221238938053097,0.802153124471526,0.0721367800760653,"text110","text110","Program","Chile"
"text1113",2,0.00223214285714286,2.5624822129523,0.0585246133622594,"text111","text111","Program","Chile"
"text1122",2,0.00222222222222222,2.44357089498209,0.0597025042996428,"text112","text112","Program","Chile"
"text1132",2,0.00231481481481481,3.38948164405907,0.0725325840076438,"text113","text113","Program","Chile"
"text1142",2,0.00222222222222222,2.44357089498209,0.0597025042996428,"text114","text114","Program","Chile"
"text1152",2,0.00225225225225225,1.84007491628927,0.0753458161824165,"text115","text115","Program","Chile"
"text1162",2,0.00225225225225225,1.84007491628927,0.0753458161824165,"text116","text116","Program","Chile"
"text1202",2,0.00228310502283105,1.93613892037789,0.0774436223472024,"text120","text120","Program","Chile"
"text1302",2,0.00223214285714286,2.5624822129523,0.0585246133622594,"text130","text130","Program","Chile"
"text1352",2,0.00228310502283105,1.93613892037789,0.0774436223472024,"text135","text135","Program","Chile"
"text1372",2,0.00228310502283105,1.93613892037789,0.0774436223472024,"text137","text137","Program","Chile"
"text1392",2,0.00228310502283105,1.93613892037789,0.0774436223472025,"text139","text139","Program","Chile"
"text1462",2,0.00228310502283105,1.93613892037789,0.0774436223472024,"text146","text146","Program","Chile"
"text1592",2,0.00228310502283105,1.93613892037789,0.0774436223472024,"text159","text159","Program","Chile"
"text1652",2,0.00231481481481481,3.38948164405907,0.0725325840076438,"text165","text165","Program","Chile"
"text1713",2,0.00231481481481481,3.38948164405907,0.0725325840076438,"text171","text171","Program","Chile"
"text1752",2,0.00221238938053097,6.0546931006907,0.0507810318057597,"text175","text175","Program","Chile"
"text1772",2,0.00221238938053097,0.802153124471526,0.0721367800760653,"text177","text177","Program","Chile"
"text1852",2,0.00231481481481481,3.38948164405907,0.0725325840076438,"text185","text185","Program","Chile"
"text1872",2,0.00221238938053097,0.802153124471526,0.0721367800760653,"text187","text187","Program","Chile"
"text1912",2,0.00162866449511401,1.1642408586115,0.0384812793681732,"text191","text191","Program","Chile"
"text1952",2,0.00165562913907285,0.80452060812917,0.0430905613442099,"text195","text195","Program","Chile"
"text2032",2,0.00180505415162455,0.844883978854392,0.0562223974157329,"text203","text203","Program","Chile"
"text2042",2,0.00180505415162455,0.844883978854392,0.0562223974157329,"text204","text204","Program","Chile"
"text2072",2,0.00225225225225225,1.84007491628927,0.0753458161824165,"text207","text207","Program","Chile"
"text1313",1,0.00220264317180617,0,0.0468769044695567,"text13","text13","Program","Chile"
"text3612",1,0.00220264317180617,0,0.0468769044695567,"text36","text36","Program","Chile"
"text8311",1,0.00220264317180617,0,0.0468769044695567,"text83","text83","Program","Chile"
"text8411",1,0.00220264317180617,0,0.0468769044695567,"text84","text84","Program","Chile"
"text8511",1,0.00220264317180617,0,0.0468769044695567,"text85","text85","Program","Chile"
"text8711",1,0.00220264317180617,0,0.0468769044695567,"text87","text87","Program","Chile"
"text8811",1,0.00220264317180617,0,0.0468769044695567,"text88","text88","Program","Chile"
"text1042",1,0.00220264317180617,0,0.0468769044695567,"text104","text104","Program","Chile"
"text1062",1,0.00220264317180617,0,0.0468769044695567,"text106","text106","Program","Chile"
"text1082",1,0.00220264317180617,0,0.0468769044695567,"text108","text108","Program","Chile"
"text1192",1,0.00220264317180617,0,0.0468769044695567,"text119","text119","Program","Chile"
"text1322",1,0.00220264317180617,0,0.0468769044695567,"text132","text132","Program","Chile"
"text1422",1,0.00220264317180617,0,0.0468769044695567,"text142","text142","Program","Chile"
"text1482",1,0.00220264317180617,0,0.0468769044695567,"text148","text148","Program","Chile"
"text1513",1,0.00220264317180617,0,0.0468769044695567,"text151","text151","Program","Chile"
"text1532",1,0.00220264317180617,0,0.0468769044695567,"text153","text153","Program","Chile"
"text1572",1,0.00152905198776758,0,0.0284689117128599,"text157","text157","Program","Chile"
"text2012",1,0.00220264317180617,0,0.0468769044695567,"text201","text201","Program","Chile"
"text2052",1,0.00220264317180617,0,0.0468769044695567,"text205","text205","Program","Chile"
"text1913",0,NA,0,0,"text19","text19","Program","Chile"
"text2013",0,NA,0,0,"text20","text20","Program","Chile"
"text2112",0,NA,0,0,"text21","text21","Program","Chile"
"text7611",0,NA,0,0,"text76","text76","Program","Chile"
"text1662",0,NA,0,0,"text166","text166","Program","Chile"
"science3",197,0.00352112676056338,15816.0980795983,1,"science","science","Skill","Colombia"
"learning_strategy3",100,0.00209205020920502,2921.9404575749,0.595323532454204,"learning_strategy","learning_strategy","Skill","Colombia"
"speaking3",84,0.00196078431372549,2158.39118529385,0.487789914535734,"speaking","speaking","Skill","Colombia"
"active_listening3",78,0.00191570881226054,2406.15713661919,0.443084463627247,"active_listening","active_listening","Skill","Colombia"
"monitoring3",74,0.00188679245283019,2042.98131240896,0.409736845165694,"monitoring","monitoring","Skill","Colombia"
"active_learning3",62,0.00179856115107914,1083.46441588814,0.346625599221532,"active_learning","active_learning","Skill","Colombia"
"critical_thinking3",59,0.00178571428571429,961.336776429643,0.35481100712779,"critical_thinking","critical_thinking","Skill","Colombia"
"reading_comprehension3",34,0.00163934426229508,296.188138870427,0.200340829777226,"reading_comprehension","reading_comprehension","Skill","Colombia"
"text3113",8,0.00221238938053097,78.0648115568762,0.194275247680094,"text31","text31","Program","Colombia"
"text1043",8,0.00221238938053097,109.665053949044,0.179011491233169,"text104","text104","Program","Colombia"
"mathematics3",8,0.00150602409638554,14.8300038364386,0.0451054369250026,"mathematics","mathematics","Skill","Colombia"
"text1383",7,0.00220264317180617,64.5356289762937,0.176313766244698,"text138","text138","Program","Colombia"
"writing3",7,0.00149700598802395,23.6124934801682,0.0331244396671339,"writing","writing","Skill","Colombia"
"text927",6,0.00218340611353712,48.9472574974921,0.152034904346101,"text9","text9","Program","Colombia"
"text2313",6,0.0021551724137931,77.0443450075069,0.132969777859577,"text23","text23","Program","Colombia"
"text3713",6,0.0021551724137931,39.8676823379395,0.161703339733658,"text37","text37","Program","Colombia"
"text4213",6,0.00217391304347826,43.3915912859271,0.163391485303776,"text42","text42","Program","Colombia"
"text6112",6,0.00217391304347826,43.3915912859271,0.163391485303776,"text61","text61","Program","Colombia"
"text6612",6,0.00219298245614035,51.5121051750736,0.166586345242218,"text66","text66","Program","Colombia"
"text9112",6,0.00217391304347826,70.6083545791396,0.148127728856851,"text91","text91","Program","Colombia"
"text953",6,0.00214592274678112,64.4998173346402,0.146439583286733,"text95","text95","Program","Colombia"
"text1143",6,0.00219298245614035,51.5121051750736,0.166586345242218,"text114","text114","Program","Colombia"
"text1163",6,0.00218340611353712,49.3088441302629,0.146591265216755,"text116","text116","Program","Colombia"
"text1243",6,0.00216450216450216,46.6842015472501,0.139445150305096,"text124","text124","Program","Colombia"
"text1714",6,0.00219298245614035,51.5121051750736,0.166586345242218,"text171","text171","Program","Colombia"
"text2023",6,0.0021551724137931,40.7402774132603,0.148840044407659,"text202","text202","Program","Colombia"
"text2132",6,0.00214592274678112,39.9103414498181,0.153883646524971,"text213","text213","Program","Colombia"
"text7102",5,0.00217391304347826,38.9169344297853,0.128629783781359,"text7","text7","Program","Colombia"
"text1214",5,0.00216450216450216,32.6039134354702,0.145844371092608,"text12","text12","Program","Colombia"
"text2014",5,0.00177935943060498,30.4408719731425,0.0879972175155591,"text20","text20","Program","Colombia"
"text2113",5,0.00210970464135021,23.0378895231575,0.133556039599591,"text21","text21","Program","Colombia"
"text2713",5,0.00216450216450216,32.6039134354702,0.145844371092608,"text27","text27","Program","Colombia"
"text3213",5,0.00217391304347826,38.1734804843103,0.141478748895163,"text32","text32","Program","Colombia"
"text5712",5,0.00217391304347826,38.2164230149893,0.141893116119392,"text57","text57","Program","Colombia"
"text6412",5,0.00216450216450216,32.6039134354702,0.145844371092608,"text64","text64","Program","Colombia"
"text7812",5,0.00218340611353712,40.8625910863108,0.148624863806821,"text78","text78","Program","Colombia"
"text8712",5,0.00211864406779661,58.0114293757516,0.125091099035966,"text87","text87","Program","Colombia"
"text943",5,0.00212765957446809,29.5871561405146,0.136336532313804,"text94","text94","Program","Colombia"
"text993",5,0.00213675213675214,27.9439595884691,0.137010110610832,"text99","text99","Program","Colombia"
"text1033",5,0.00213675213675214,69.2574678591043,0.127871591750179,"text103","text103","Program","Colombia"
"text1053",5,0.00214592274678112,31.2636028479438,0.133254617051604,"text105","text105","Program","Colombia"
"text1123",5,0.0021551724137931,33.2516217147081,0.145430003868379,"text112","text112","Program","Colombia"
"text1193",5,0.00214592274678112,31.2636028479438,0.133254617051604,"text119","text119","Program","Colombia"
"text1203",5,0.00212765957446809,29.5871561405146,0.136336532313804,"text120","text120","Program","Colombia"
"text1233",5,0.00214592274678112,31.2636028479438,0.133254617051604,"text123","text123","Program","Colombia"
"text1353",5,0.00213675213675214,30.9469282361586,0.130878562972263,"text135","text135","Program","Colombia"
"text1423",5,0.00213675213675214,63.1760894896526,0.115008296424181,"text142","text142","Program","Colombia"
"text1993",5,0.00214592274678112,30.5379068621,0.13869825618095,"text199","text199","Program","Colombia"
"text2282",5,0.00212765957446809,27.8504452455529,0.129604784626374,"text228","text228","Program","Colombia"
"text2103",4,0.00212765957446809,21.9638812672742,0.120736774745554,"text2","text2","Program","Colombia"
"text5103",4,0.00210084033613445,19.0191629260067,0.0994679163742018,"text5","text5","Program","Colombia"
"text1314",4,0.00216450216450216,29.3491702345837,0.118487995554649,"text13","text13","Program","Colombia"
"text1715",4,0.00208333333333333,15.6723119448479,0.115594558164194,"text17","text17","Program","Colombia"
"text1814",4,0.00173010380622837,8.9864116964151,0.0829333670371038,"text18","text18","Program","Colombia"
"text1914",4,0.00208333333333333,15.6723119448479,0.115594558164194,"text19","text19","Program","Colombia"
"text3013",4,0.00212765957446809,26.7803501027561,0.111341880642991,"text30","text30","Program","Colombia"
"text3413",4,0.00213675213675214,21.9416331751845,0.121151141969782,"text34","text34","Program","Colombia"
"text4613",4,0.00216450216450216,29.3491702345837,0.118487995554649,"text46","text46","Program","Colombia"
"text5312",4,0.00211864406779661,19.5334152321975,0.119048629175436,"text53","text53","Program","Colombia"
"text5612",4,0.00213675213675214,21.9416331751845,0.121151141969782,"text56","text56","Program","Colombia"
"text6012",4,0.00210970464135021,22.7033530032645,0.107887809631749,"text60","text60","Program","Colombia"
"text6212",4,0.00212765957446809,21.9638812672742,0.120736774745554,"text62","text62","Program","Colombia"
"text7012",4,0.00208333333333333,14.3060289226314,0.116268136461223,"text70","text70","Program","Colombia"
"text7312",4,0.00211864406779661,20.2253609157955,0.114019357270318,"text73","text73","Program","Colombia"
"text8212",4,0.00211864406779661,20.2253609157955,0.114019357270318,"text82","text82","Program","Colombia"
"text8312",4,0.00211864406779661,19.5334152321975,0.119048629175436,"text83","text83","Program","Colombia"
"text8612",4,0.00210084033613445,15.1071542878689,0.123414251372881,"text86","text86","Program","Colombia"
"text983",4,0.00216450216450216,29.3491702345837,0.118487995554649,"text98","text98","Program","Colombia"
"text1023",4,0.00212765957446809,21.9638812672742,0.120736774745554,"text102","text102","Program","Colombia"
"text1083",4,0.00212765957446809,22.6213635286927,0.113331448761096,"text108","text108","Program","Colombia"
"text1093",4,0.00212765957446809,22.6005612472859,0.115293135616207,"text109","text109","Program","Colombia"
"text1104",4,0.00216450216450216,29.1328529026197,0.123931634683995,"text110","text110","Program","Colombia"
"text1153",4,0.00210084033613445,15.1071542878689,0.123414251372881,"text115","text115","Program","Colombia"
"text1403",4,0.00212765957446809,22.6005612472859,0.115293135616207,"text140","text140","Program","Colombia"
"text1414",4,0.00212765957446809,21.9638812672742,0.120736774745554,"text141","text141","Program","Colombia"
"text1473",4,0.00210084033613445,15.1071542878689,0.123414251372881,"text147","text147","Program","Colombia"
"text1593",4,0.00211864406779661,20.9576446260652,0.126194744087094,"text159","text159","Program","Colombia"
"text1623",4,0.00216450216450216,29.1328529026197,0.123931634683995,"text162","text162","Program","Colombia"
"text1653",4,0.00211864406779661,20.9576446260652,0.126194744087094,"text165","text165","Program","Colombia"
"text1683",4,0.00210084033613445,20.513012582581,0.100741694720091,"text168","text168","Program","Colombia"
"text1693",4,0.00212765957446809,21.9638812672742,0.120736774745554,"text169","text169","Program","Colombia"
"text1703",4,0.00209205020920502,15.6980536518528,0.103004804123189,"text170","text170","Program","Colombia"
"text1733",4,0.00211864406779661,19.5414694632574,0.119462996399665,"text173","text173","Program","Colombia"
"text1743",4,0.00211864406779661,20.9576446260652,0.126194744087094,"text174","text174","Program","Colombia"
"text1763",4,0.00212765957446809,21.9638812672742,0.120736774745554,"text176","text176","Program","Colombia"
"text1943",4,0.00211864406779661,20.9576446260652,0.126194744087094,"text194","text194","Program","Colombia"
"text1973",4,0.00210084033613445,20.1106692574164,0.108561387928778,"text197","text197","Program","Colombia"
"text2015",4,0.00212765957446809,22.6005612472859,0.115293135616207,"text201","text201","Program","Colombia"
"text2033",4,0.00210970464135021,19.0158229252512,0.10687324235866,"text203","text203","Program","Colombia"
"text2043",4,0.00210084033613445,15.7897508667257,0.122999884148652,"text204","text204","Program","Colombia"
"text2053",4,0.00211864406779661,19.5334152321975,0.119048629175436,"text205","text205","Program","Colombia"
"text2063",4,0.00211864406779661,20.7392344793181,0.113604990046089,"text206","text206","Program","Colombia"
"text2083",4,0.00211864406779661,19.5334152321975,0.119048629175436,"text208","text208","Program","Colombia"
"text2104",4,0.00211864406779661,19.5334152321975,0.119048629175436,"text210","text210","Program","Colombia"
"text2114",4,0.00209205020920502,15.6980536518528,0.10300480412319,"text211","text211","Program","Colombia"
"text2242",4,0.00210084033613445,15.7897508667257,0.122999884148652,"text224","text224","Program","Colombia"
"text2292",4,0.00208333333333333,34.9119758931131,0.107736127701727,"text229","text229","Program","Colombia"
"text1105",3,0.00210084033613445,13.3861454632355,0.096057875834922,"text1","text1","Program","Colombia"
"text3103",3,0.00209205020920502,15.0536886694995,0.0977460214050399,"text3","text3","Program","Colombia"
"text4103",3,0.00201612903225806,8.01065195048294,0.0787259422245925,"text4","text4","Program","Colombia"
"text1014",3,0.00206611570247934,13.0948559336277,0.0910142737176103,"text10","text10","Program","Colombia"
"text1114",3,0.00206611570247934,13.0948559336277,0.0910142737176103,"text11","text11","Program","Colombia"
"text2413",3,0.00209205020920502,15.0536886694995,0.0977460214050399,"text24","text24","Program","Colombia"
"text3313",3,0.0020746887966805,8.96090029183519,0.105452769937485,"text33","text33","Program","Colombia"
"text3913",3,0.00204081632653061,9.06002750999494,0.0854576899120221,"text39","text39","Program","Colombia"
"text4513",3,0.00204918032786885,8.50154790190981,0.093277383120709,"text45","text45","Program","Colombia"
"text5412",3,0.00169491525423729,4.74362278025419,0.0727915788103944,"text54","text54","Program","Colombia"
"text6512",3,0.00204081632653061,32.1980394512889,0.0769927493483979,"text65","text65","Program","Colombia"
"text6712",3,0.00203252032520325,23.7045598361512,0.077599259449555,"text67","text67","Program","Colombia"
"text6812",3,0.00205761316872428,8.00823760173857,0.0987210222500552,"text68","text68","Program","Colombia"
"text6912",3,0.00209205020920502,12.1937931631664,0.0893261281474924,"text69","text69","Program","Colombia"
"text7112",3,0.00210084033613445,12.7912700165295,0.101501514964268,"text71","text71","Program","Colombia"
"text7412",3,0.00211864406779661,15.0279524899024,0.103189660534386,"text74","text74","Program","Colombia"
"text7712",3,0.00162866449511401,5.84452662832353,0.0610206306284908,"text77","text77","Program","Colombia"
"text8012",3,0.00210084033613445,12.7912700165295,0.101501514964268,"text80","text80","Program","Colombia"
"text8412",3,0.0020746887966805,8.96090029183519,0.105452769937485,"text84","text84","Program","Colombia"
"text8912",3,0.00211864406779661,15.0279524899024,0.103189660534386,"text89","text89","Program","Colombia"
"text9012",3,0.0020746887966805,12.0822065395407,0.0889117609232635,"text90","text90","Program","Colombia"
"text928",3,0.0020746887966805,12.0822065395407,0.0889117609232635,"text92","text92","Program","Colombia"
"text1003",3,0.00209205020920502,15.0536886694995,0.0977460214050399,"text100","text100","Program","Colombia"
"text1073",3,0.00174216027874564,10.93832345224,0.0678653229921624,"text107","text107","Program","Colombia"
"text1115",3,0.00204081632653061,8.599479920681,0.0909013290413684,"text111","text111","Program","Colombia"
"text1215",3,0.00174216027874564,10.93832345224,0.0678653229921623,"text121","text121","Program","Colombia"
"text1253",3,0.00205761316872428,8.00823760173857,0.0987210222500552,"text125","text125","Program","Colombia"
"text1263",3,0.00211864406779661,19.3201828841924,0.0937947664318233,"text126","text126","Program","Colombia"
"text1283",3,0.0020746887966805,12.0822065395407,0.0889117609232635,"text128","text128","Program","Colombia"
"text1303",3,0.0020746887966805,8.96090029183519,0.105452769937485,"text130","text130","Program","Colombia"
"text1315",3,0.0020746887966805,8.96090029183519,0.105452769937485,"text131","text131","Program","Colombia"
"text1323",3,0.00163934426229508,9.1447391486274,0.0607192080805039,"text132","text132","Program","Colombia"
"text1393",3,0.00201612903225806,23.9595431053597,0.0704531445378965,"text139","text139","Program","Colombia"
"text1433",3,0.00210084033613445,12.7912700165295,0.101501514964268,"text143","text143","Program","Colombia"
"text1463",3,0.00205761316872428,8.06537399344725,0.0983066550258264,"text146","text146","Program","Colombia"
"text1483",3,0.00169491525423729,6.12797991487744,0.0684259566129489,"text148","text148","Program","Colombia"
"text1523",3,0.00205761316872428,8.00823760173857,0.0987210222500552,"text152","text152","Program","Colombia"
"text1553",3,0.0020746887966805,9.08061208820098,0.0928630158964801,"text155","text155","Program","Colombia"
"text1573",3,0.00206611570247934,27.2894962018579,0.0736480044763384,"text157","text157","Program","Colombia"
"text1583",3,0.00204918032786885,8.50154790190981,0.093277383120709,"text158","text158","Program","Colombia"
"text1723",3,0.0020746887966805,8.96090029183519,0.105452769937485,"text172","text172","Program","Colombia"
"text1773",3,0.0020746887966805,8.96090029183519,0.105452769937485,"text177","text177","Program","Colombia"
"text1815",3,0.00169491525423729,6.12797991487744,0.0684259566129489,"text181","text181","Program","Colombia"
"text1823",3,0.00210084033613445,12.7912700165295,0.101501514964268,"text182","text182","Program","Colombia"
"text1873",3,0.00211864406779661,15.0279524899024,0.103189660534386,"text187","text187","Program","Colombia"
"text1915",3,0.00209205020920502,12.1937931631664,0.0893261281474924,"text191","text191","Program","Colombia"
"text1923",3,0.00210084033613445,12.7912700165295,0.101501514964268,"text192","text192","Program","Colombia"
